timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1662375822850,970,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,200,OK,Thread Group 1-1,text,true,,10101,1845,10,10,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,970,0,0
1662375823177,828,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,200,OK,Thread Group 1-6,text,true,,608,1801,10,10,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,828,0,0
1662375823323,866,https://q7y8ibn334.execute-api.us-east-1.amazonaws.com/prodlive/getfilter,200,OK,Thread Group 1-4,text,true,,613,2150,10,10,https://q7y8ibn334.execute-api.us-east-1.amazonaws.com/prodlive/getfilter,865,0,0
1662375822952,1240,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,200,OK,Thread Group 1-2,text,true,,474,1747,10,10,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,1240,0,0
1662375823383,846,https://q7y8ibn334.execute-api.us-east-1.amazonaws.com/prodlive/getfilter,200,OK,Thread Group 1-3,text,true,,613,2150,10,10,https://q7y8ibn334.execute-api.us-east-1.amazonaws.com/prodlive/getfilter,846,0,0
1662375823488,857,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,200,OK,Thread Group 1-7,text,true,,489,3334,10,10,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,857,0,0
1662375823609,843,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,200,OK,Thread Group 1-9,text,true,,502,1786,10,10,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,843,0,0
1662375823682,840,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,200,OK,Thread Group 1-10,text,true,,502,1786,10,10,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,840,0,0
1662375823512,1070,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,200,OK,Thread Group 1-8,text,true,,608,1801,10,10,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,1070,0,0
1662375824190,471,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,200,OK,Thread Group 1-4,text,true,,10101,1845,10,10,https://lmwtjcb3tnhrjl6tbksnm74t44.appsync-api.us-east-1.amazonaws.com/graphql,471,0,0
